;meta[language=cz]
; id | key(hex) | key(str) | text
2119878072|C1E6AD8C|skill_desc_sword_s19_2|Casting a sign while adrenaline is full will cause Geralt to temporarily trigger and awaken his untapped potential. In this state he is immune to all staggering effects, his vitality regenerates at an accelerated pace and all of his abilities deal 25% more damage for 15 seconds. Cannot be used again afterwords for 50 seconds.
2119878073|C1E6AD8D|skill_desc_sword_s19_3|Casting a sign while adrenaline is full will cause Geralt to temporarily trigger and awaken his untapped potential. In this state he is immune to all staggering effects, his vitality regenerates at an accelerated pace and all of his abilities deal 25% more damage for 20 seconds. This effect will now also be triggered in place of any effects granted by abilities that are used when Geralt's life reaches zero. Cannot be used again afterwords for 50 seconds.
2119878074|A3A94B69|attribute_name_instant_kill_chance_mult|Brutal Strike Chance
2119878075|5B76A14D|attribute_name_instant_kill|Brutal Strike
2119878076|6414F17|skill_desc_sword_s4_3|Strong attack damage increased by $I$%. Increases bludgeoning damage resistance by $I$%. Increases vitality by $I$% and brutal strike chance by $I$%.
2119878077|C84662F6|skill_desc_magic_s12_3|Increases Aard sign intensity by $I$% and adds $I$ Force Damage and $I$ Frost Damage to Aard. Also grants $I$ Force damage to all of Geralts attacks. Damage bonuses scale with Geralt's level.
2119878078|6414795|skill_desc_sword_s2_3|Deals up to $I$% damage in proportion to the Stamina consumed. Ignores enemy Defense and increases critical hit chance by $I$%. Adrenaline Points increase total damage by $I$%. Geralt is shielded by an Exploding Quen shield momentarily while using Rend. If Control Over The Power is level 3, Rend now also releases a powerful wave of the 5th Element which inflicts slow and deals additional damage.
2119878079|1F70C021|skill_desc_sword_s2|Deals up to $I$% damage in proportion to the Stamina consumed. Ignores enemy Defense and increases critical hit chance by $I$%. Adrenaline Points increase total damage by $I$%.
2119878080|6414794|skill_desc_sword_s2_2|Deals up to $I$% damage in proportion to the Stamina consumed. Ignores enemy Defense and increases critical hit chance by $I$%. Adrenaline Points increase total damage by $I$%. Geralt is shielded by an Exploding Quen shield momentarily while using Rend.
2119878081|C1E6A24A|skill_desc_sword_s16_3|Adrenaline Point loss upon taking damage is lowered by $I$%. Also increases attack power by $I$%. Now also adds $I$% damage reduction per Adrenaline Point.
2119878082|1673B19E|item_name_recipe_for_silny_mutagen|Silny Mutagen Formula
2119878083|D904BF7B|item_desc_silny_mutagen|Consuming this mutagen causes a Witcher to undergo a powerful, spontanious mutation, increasing their ability points by 1.
2119878084|AE5BBDF5|item_name_silny_mutagen|Silny Mutagen
2119878085|6415E1B|skill_desc_sword_s8_3|Increases strong critical hit chance by $I$% and strong attack critical hit damage by $I$%. Strong attacks now crush enemy armor and reduce their damage resistance by $I$%. Also increses brutal strike chance by $I$%. 
2119878086|6415699|skill_desc_sword_s6_3|Increases attack power by $I$% and critical hit damage by $I$% for all sword attacks. Also adds $I$% damage reduction against all attacks. Adds $I$ bleeding damage to all strong attacks. Slot Bonus: Increases bleeding damage effects by 25%.
2119878087|CEA74430|skill_desc_sword_s21|Fast attack damage increased by $I$%. Also increses the chance of landing a fast attack critical hit by $I$% and fast attack critical damage is incresed by $I$%. Slot Bonus: Increases critical damage bonus by an additional level.
2119878088|E2E48FAA|skill_name_sword_s21|Firey Dancer Expertiese
2119878089|329005EF|skill_desc_sword_1|The Fast Style, also known as "Addan Aenye, the Firey Dancer", according to Lambert. This is one of the core components of the Wolf School's training. Fast Style sword abilities allow Geralt to execute fast blows in quick succession, sacrificing damage potency for speed. Fast attacks are advantageous against agile opponents and even larger ones since they leave them with little time to retaliate. They however have difficulty versus foes who are heavily armored or using shields.
2119878090|9ABDE7E9|skill_name_sword_1|Wolf School: Fast Style
2119878091|9ABDE7EA|skill_name_sword_2|Wolf School: Strong Style
2119878092|329005F0|skill_desc_sword_2|The Strong Style, also known as The Temerian Devil, according to Lambert. This is one of the core components of the Wolf School's training. Strong attacks allow Geralt to execute hard and heavy blows with his sword, dealing more damage in a single blow than with those of the fast style, at the expense of speed. It is ideal for when facing large foes or those that are heavily armored or using shields. While it is not as useful versus quick foes due to the fact that they can dodge the attacks easily, it can be devestating when used against them as well.
2119878093|BCFF1D6D|skill_name_sword_s8|Temerian Devil Expertiese
2119878094|E2E48F91|skill_name_sword_s17|Sinister
2119878095|CEA74417|skill_desc_sword_s17|Fast attacks now have a $I$% chance to blind opponents, causing them to be completely vulnerble to critical hits and also disabling their ability to counter attacks and parry. Also increases critical hit damage by $I$%.
2119878096|DCC2817F|item_name_repere_mutagen|Repere Mutagen
2119878097|739B0B9|item_desc_repere_mutagen|Reduces the stamina cost of actions that consume stamina by 20%.
2119878098|C84662F5|skill_desc_magic_s12_2|Increases Aard sign intensity by $I$% and adds $I$ Force Damage and $I$ Frost Damage to Aard. Damage bonuses scale with Geralt's level.
2119878099|B1173FC2|skill_desc_magic_s12|Increases Aard sign intensity by $I$% and adds $I$ Force Damage to Aard. Damage bonus scales with Geralt's level.
2119878100|C5548B3C|skill_name_magic_s12|Aard Mastery
2119878101|B3C8EBBB|skill_name_magic_s6|Blessing Of Air
2119878102|163A8E75|skill_desc_magic_s6|Increases Sign Intensity by $I$%, attack power by $I$%, critical hit damage by $I$%. All enemies resistances are reduced by $I$% to all of Geralt's attacks. Also increases Elemental Damage resistances by $I$%.
2119878103|B3C8EBBC|skill_name_magic_s7|Igni Mastery
2119878104|C5548B40|skill_name_magic_s16|Yrden Mastery
2119878105|C5548B3F|skill_name_magic_s15|Quen Mastery
2119878106|C5548B42|skill_name_magic_s18|Axii Mastery
2119878107|B1173FC7|skill_desc_magic_s17|Target does not move towards Geralt while he is casting Axii. Also increases the effectiveness of Axii in dialogues. Slot Bonus: Doubles the amount of crowns Geralt receives from Quests and Gwent.
2119878108|C84675BA|skill_desc_magic_s17_2|Target does not move towards Geralt while he is casting Axii. Increases the effectiveness of Axii in dialogues. Reduces Axii casting time. Slot Bonus: Triples the amount of crowns that Geralt receives from Quests and Gwent.
2119878109|1F70C026|skill_desc_sword_s7|Increases the stamina of Roach or any other horse by $I$ while Geralt is on horse back and also increases his attack power by $I$% while he is on horse back.
2119878110|E2E48F8D|skill_name_sword_s13|Wolven Crossbow Mastery
2119878111|9ABDE7EC|skill_name_sword_4|Wolf School Combat Techniques
2119878112|1F70C023|skill_desc_sword_s4|Geralt, being a Witcher of the Wolf School, has been trained in the arts of utilizing the cross bow, horse back riding and of course, monster slaying. Being the best of the best, Geralt is capable of course able to further his training in these arts.
2119878113|BCFF1D6C|skill_name_sword_s7|Horseback Training


